timestamp,depth,pressure,rpm,temperature,wob
2026-06-14 05:50:00,12224,3471,128,84,8.5
2026-06-14 05:51:00,12230,3053,120,76,14.9
2026-06-14 05:52:00,12239,3323,127,91,9.9
2026-06-14 05:53:00,12253,3126,128,72,14.3
2026-06-14 05:54:00,12261,2719,111,103,11.4
2026-06-14 05:55:00,12274,3519,118,97,12.2
2026-06-14 05:56:00,12284,2918,122,83,13.2
2026-06-14 05:57:00,12290,3292,117,84,12.3
2026-06-14 05:58:00,12295,3674,116,93,13.9
2026-06-14 05:59:00,12304,2826,116,77,10.2
2026-06-14 06:00:00,12317,3562,127,81,14.6
2026-06-14 06:01:00,12327,3245,116,87,9.4
2026-06-14 06:02:00,12341,3012,123,74,9.7
2026-06-14 06:03:00,12352,4058,121,85,13.4
2026-06-14 06:04:00,12361,3350,110,77,14.6
2026-06-14 06:05:00,12375,3151,120,107,12.7
2026-06-14 06:06:00,12385,3077,106,85,15.7
2026-06-14 06:07:00,12394,3658,121,79,9.9
2026-06-14 06:08:00,12407,3136,125,98,9.1
2026-06-14 06:09:00,12417,3615,127,82,14.1
2026-06-14 06:10:00,12429,3349,110,77,12.3
2026-06-14 06:11:00,12435,3741,114,101,14.0
2026-06-14 06:12:00,12448,2985,120,86,9.4
2026-06-14 06:13:00,12457,3034,114,100,10.9
2026-06-14 06:14:00,12468,3252,103,90,16.4
2026-06-14 06:15:00,12482,3281,114,92,11.5
2026-06-14 06:16:00,12487,3226,120,97,15.6
2026-06-14 06:17:00,12501,4271,127,82,13.9
2026-06-14 06:18:00,12510,4072,132,80,11.3
2026-06-14 06:19:00,12524,3455,119,104,15.5
2026-06-14 06:20:00,12530,3496,123,97,12.8
2026-06-14 06:21:00,12540,3267,126,89,12.0
2026-06-14 06:22:00,12545,2983,102,100,11.8
2026-06-14 06:23:00,12552,3286,110,96,13.1
2026-06-14 06:24:00,12561,3620,119,101,9.2
2026-06-14 06:25:00,12569,3807,130,76,14.2
2026-06-14 06:26:00,12576,3698,123,89,13.1
2026-06-14 06:27:00,12590,2822,121,104,10.6
2026-06-14 06:28:00,12599,3249,116,110,8.8
2026-06-14 06:29:00,12611,2836,121,84,11.4
2026-06-14 06:30:00,12619,3759,113,92,12.6
2026-06-14 06:31:00,12624,3206,112,90,12.4
2026-06-14 06:32:00,12635,3334,112,75,12.4
2026-06-14 06:33:00,12647,3518,129,87,13.7
2026-06-14 06:34:00,12654,4318,111,71,9.1
2026-06-14 06:35:00,12664,3444,115,88,11.8
2026-06-14 06:36:00,12670,3267,122,78,12.7
2026-06-14 06:37:00,12681,2916,111,92,13.2
2026-06-14 06:38:00,12693,3861,120,86,14.2
2026-06-14 06:39:00,12703,3286,120,86,11.5
2026-06-14 06:40:00,12713,3930,113,109,12.1
2026-06-14 06:41:00,12722,3737,116,91,10.1
2026-06-14 06:42:00,12734,3188,110,113,13.0
2026-06-14 06:43:00,12739,2863,129,95,9.8
2026-06-14 06:44:00,12753,3445,120,100,13.4
2026-06-14 06:45:00,12761,3135,110,80,15.0
2026-06-14 06:46:00,12769,3364,119,82,13.2
2026-06-14 06:47:00,12776,3717,119,90,15.2
2026-06-14 06:48:00,12783,2771,100,105,10.9
2026-06-14 06:49:00,12791,3443,129,86,9.0
2026-06-14 06:50:00,12796,3616,110,73,11.6
2026-06-14 06:51:00,12802,3633,135,95,10.5
2026-06-14 06:52:00,12815,2873,124,91,10.8
2026-06-14 06:53:00,12829,3497,109,83,6.4
2026-06-14 06:54:00,12835,3771,115,86,12.4
2026-06-14 06:55:00,12844,3470,125,80,12.1
2026-06-14 06:56:00,12857,3310,116,101,14.1
2026-06-14 06:57:00,12870,3749,127,90,13.4
2026-06-14 06:58:00,12882,3107,115,93,11.6
2026-06-14 06:59:00,12887,2815,117,83,14.3
2026-06-14 07:00:00,12892,3280,126,106,14.2
2026-06-14 07:01:00,12905,3537,123,93,10.8
2026-06-14 07:02:00,12917,3714,111,64,12.5
2026-06-14 07:03:00,12931,3536,121,96,15.8
2026-06-14 07:04:00,12944,3643,119,87,12.8
2026-06-14 07:05:00,12955,3716,111,88,9.9
2026-06-14 07:06:00,12962,3231,107,102,9.2
2026-06-14 07:07:00,12969,3298,103,91,8.3
2026-06-14 07:08:00,12975,3801,116,111,6.9
2026-06-14 07:09:00,12984,2926,118,91,10.8
2026-06-14 07:10:00,12991,3500,122,84,11.6
2026-06-14 07:11:00,13001,3099,125,68,9.6
2026-06-14 07:12:00,13007,3735,115,81,10.3
2026-06-14 07:13:00,13014,3344,117,86,9.6
2026-06-14 07:14:00,13023,3353,112,108,8.1
2026-06-14 07:15:00,13028,3955,119,84,11.6
2026-06-14 07:16:00,13033,2973,126,110,13.7
2026-06-14 07:17:00,13047,3426,119,76,10.7
2026-06-14 07:18:00,13060,3287,127,81,14.8
2026-06-14 07:19:00,13071,3536,126,104,12.4
2026-06-14 07:20:00,13076,4025,130,83,14.2
2026-06-14 07:21:00,13088,3138,119,103,12.1
2026-06-14 07:22:00,13095,2931,114,80,13.7
2026-06-14 07:23:00,13107,3067,123,81,8.5
2026-06-14 07:24:00,13116,3269,115,98,14.1
2026-06-14 07:25:00,13121,3372,123,80,12.0
2026-06-14 07:26:00,13132,3390,113,87,14.7
2026-06-14 07:27:00,13141,3981,111,95,11.4
2026-06-14 07:28:00,13151,3919,128,87,16.4
2026-06-14 07:29:00,13161,3806,110,83,13.3
2026-06-14 07:30:00,13173,4230,126,76,9.7
2026-06-14 07:31:00,13186,3638,123,107,14.8
2026-06-14 07:32:00,13192,3738,119,110,9.4
2026-06-14 07:33:00,13205,3632,103,94,9.2
2026-06-14 07:34:00,13219,3574,130,87,15.2
2026-06-14 07:35:00,13232,3488,111,88,12.8
2026-06-14 07:36:00,13246,3211,126,100,12.2
2026-06-14 07:37:00,13260,2914,112,102,10.7
2026-06-14 07:38:00,13271,3304,112,84,14.1
2026-06-14 07:39:00,13276,3548,123,103,11.3
2026-06-14 07:40:00,13287,3375,122,97,12.5
2026-06-14 07:41:00,13301,2977,109,103,9.2
2026-06-14 07:42:00,13310,3292,129,71,11.9
2026-06-14 07:43:00,13320,3274,116,85,12.4
2026-06-14 07:44:00,13334,3328,119,88,13.3
2026-06-14 07:45:00,13345,3522,116,84,12.8
2026-06-14 07:46:00,13354,3597,109,113,11.2
2026-06-14 07:47:00,13365,3175,124,85,12.7
2026-06-14 07:48:00,13378,3693,120,96,14.5
2026-06-14 07:49:00,13385,3746,112,92,8.3
2026-06-14 07:50:00,13397,3462,126,87,11.6
2026-06-14 07:51:00,13403,3583,118,81,12.5
2026-06-14 07:52:00,13414,3694,119,115,9.7
2026-06-14 07:53:00,13420,2966,132,87,14.3
2026-06-14 07:54:00,13428,3719,105,101,13.5
2026-06-14 07:55:00,13439,3073,105,90,14.5
2026-06-14 07:56:00,13446,3108,107,84,17.4
2026-06-14 07:57:00,13452,3419,121,91,12.8
2026-06-14 07:58:00,13466,2600,115,94,11.3
2026-06-14 07:59:00,13477,3411,116,84,14.3
2026-06-14 08:00:00,13482,3694,110,81,10.5
2026-06-14 08:01:00,13494,2774,131,96,13.2
2026-06-14 08:02:00,13501,3731,134,91,14.6
2026-06-14 08:03:00,13507,3105,125,82,14.1
2026-06-14 08:04:00,13514,3422,106,79,15.5
2026-06-14 08:05:00,13523,3156,114,94,11.3
2026-06-14 08:06:00,13535,3551,125,67,13.8
2026-06-14 08:07:00,13549,3709,118,87,12.2
2026-06-14 08:08:00,13560,3576,125,92,12.6
2026-06-14 08:09:00,13571,3349,128,111,12.6
2026-06-14 08:10:00,13582,3183,133,90,13.3
2026-06-14 08:11:00,13594,3326,113,86,11.9
2026-06-14 08:12:00,13599,3580,119,93,8.4
2026-06-14 08:13:00,13607,3592,114,81,12.4
2026-06-14 08:14:00,13617,3543,102,87,12.9
2026-06-14 08:15:00,13630,2901,124,90,11.9
2026-06-14 08:16:00,13636,3342,123,98,13.1
2026-06-14 08:17:00,13641,3128,114,82,11.7
2026-06-14 08:18:00,13655,3583,105,90,11.3
2026-06-14 08:19:00,13661,3082,115,69,15.5
2026-06-14 08:20:00,13672,3508,124,96,17.6
2026-06-14 08:21:00,13679,3251,129,87,14.2
2026-06-14 08:22:00,13693,2692,112,113,10.6
2026-06-14 08:23:00,13699,3676,127,94,12.6
2026-06-14 08:24:00,13710,3341,123,80,12.4
2026-06-14 08:25:00,13716,3797,121,77,13.7
2026-06-14 08:26:00,13723,2767,108,98,12.5
2026-06-14 08:27:00,13734,3248,108,112,13.5
2026-06-14 08:28:00,13742,3274,111,108,16.5
2026-06-14 08:29:00,13747,3445,115,75,7.4
2026-06-14 08:30:00,13756,2886,132,92,10.7
2026-06-14 08:31:00,13769,3540,113,104,14.4
2026-06-14 08:32:00,13781,4019,124,74,11.9
2026-06-14 08:33:00,13794,3516,114,102,13.5
2026-06-14 08:34:00,13808,3383,122,82,11.5
2026-06-14 08:35:00,13821,2868,117,87,15.9
2026-06-14 08:36:00,13832,3079,119,93,14.9
2026-06-14 08:37:00,13840,3330,121,103,12.7
2026-06-14 08:38:00,13849,3165,116,108,16.2
2026-06-14 08:39:00,13854,3709,121,86,12.8
2026-06-14 08:40:00,13859,3537,128,84,12.2
2026-06-14 08:41:00,13866,4292,112,83,15.7
2026-06-14 08:42:00,13878,3007,127,99,8.5
2026-06-14 08:43:00,13884,3362,116,102,12.4
2026-06-14 08:44:00,13892,2866,115,101,12.9
2026-06-14 08:45:00,13898,2572,124,93,11.4
2026-06-14 08:46:00,13907,3603,115,94,10.1
2026-06-14 08:47:00,13920,3524,121,87,11.8
2026-06-14 08:48:00,13925,3051,120,88,8.2
2026-06-14 08:49:00,13934,3383,101,100,15.9
2026-06-14 08:50:00,13947,3130,121,93,16.0
2026-06-14 08:51:00,13952,3177,106,84,12.2
2026-06-14 08:52:00,13965,3238,107,103,11.2
2026-06-14 08:53:00,13977,3036,121,83,8.3
2026-06-14 08:54:00,13985,3099,122,92,10.4
2026-06-14 08:55:00,13999,3109,128,75,15.7
2026-06-14 08:56:00,14008,3498,109,79,12.0
2026-06-14 08:57:00,14017,2500,112,90,10.7
2026-06-14 08:58:00,14027,3270,122,82,12.1
2026-06-14 08:59:00,14038,2969,128,87,10.7
2026-06-14 09:00:00,14050,2982,120,105,8.1
2026-06-14 09:01:00,14062,3166,111,89,11.2
2026-06-14 09:02:00,14068,3345,130,101,9.4
2026-06-14 09:03:00,14081,3275,116,81,13.1
2026-06-14 09:04:00,14092,2978,116,97,14.3
2026-06-14 09:05:00,14100,3603,107,78,10.2
2026-06-14 09:06:00,14108,3034,124,87,12.5
2026-06-14 09:07:00,14120,3093,125,97,12.0
2026-06-14 09:08:00,14128,3450,112,90,10.2
2026-06-14 09:09:00,14138,3462,132,101,6.3
2026-06-14 09:10:00,14147,3136,113,98,9.4
2026-06-14 09:11:00,14154,2500,123,86,10.1
2026-06-14 09:12:00,14168,3040,120,106,12.4
2026-06-14 09:13:00,14174,3407,102,95,12.6
2026-06-14 09:14:00,14187,3591,122,87,15.1
2026-06-14 09:15:00,14201,3322,122,92,9.4
2026-06-14 09:16:00,14214,3182,104,91,10.0
2026-06-14 09:17:00,14219,4153,130,92,10.4
2026-06-14 09:18:00,14233,3220,122,88,11.5
2026-06-14 09:19:00,14240,3564,128,94,12.5
2026-06-14 09:20:00,14252,2883,104,99,13.1
2026-06-14 09:21:00,14262,2968,115,95,7.3
2026-06-14 09:22:00,14271,3577,127,95,15.0
2026-06-14 09:23:00,14280,3716,105,89,13.2
2026-06-14 09:24:00,14290,3214,115,79,14.2
2026-06-14 09:25:00,14301,2703,121,76,6.0
2026-06-14 09:26:00,14306,3291,103,82,14.1
2026-06-14 09:27:00,14319,3416,107,85,9.5
2026-06-14 09:28:00,14326,3385,129,110,10.9
2026-06-14 09:29:00,14334,3153,118,105,15.6
2026-06-14 09:30:00,14348,3296,127,83,13.6
2026-06-14 09:31:00,14353,3088,119,95,10.3
2026-06-14 09:32:00,14367,2961,138,89,14.0
2026-06-14 09:33:00,14374,3614,122,93,12.9
2026-06-14 09:34:00,14380,3384,128,83,11.0
2026-06-14 09:35:00,14386,3297,116,117,13.2
2026-06-14 09:36:00,14391,3172,120,112,11.1
2026-06-14 09:37:00,14403,3287,123,86,13.0
2026-06-14 09:38:00,14410,3406,124,83,12.9
2026-06-14 09:39:00,14417,3955,118,101,13.3
2026-06-14 09:40:00,14427,3579,118,75,16.8
2026-06-14 09:41:00,14439,3117,122,100,14.4
2026-06-14 09:42:00,14452,3120,122,92,14.5
2026-06-14 09:43:00,14465,3066,110,73,10.7
2026-06-14 09:44:00,14473,3280,120,88,8.2
2026-06-14 09:45:00,14482,3066,121,82,11.5
2026-06-14 09:46:00,14488,3516,110,92,10.8
2026-06-14 09:47:00,14501,2500,125,91,13.5
2026-06-14 09:48:00,14513,3537,121,74,11.5
2026-06-14 09:49:00,14520,3446,137,86,15.3
2026-06-14 09:50:00,14533,3792,118,97,7.7
2026-06-14 09:51:00,14540,3657,127,99,11.3
2026-06-14 09:52:00,14553,3111,122,86,12.9
2026-06-14 09:53:00,14559,3618,133,95,9.6
2026-06-14 09:54:00,14573,3291,110,93,14.3
2026-06-14 09:55:00,14586,2673,114,89,14.2
2026-06-14 09:56:00,14598,3406,111,96,10.9
2026-06-14 09:57:00,14611,3132,117,79,18.6
2026-06-14 09:58:00,14620,3350,109,90,9.2
2026-06-14 09:59:00,14626,3928,106,71,8.6
2026-06-14 10:00:00,14638,3429,101,89,10.8
2026-06-14 10:01:00,14648,2994,100,107,12.5
2026-06-14 10:02:00,14660,3688,123,86,8.0
2026-06-14 10:03:00,14669,3477,114,106,13.5
2026-06-14 10:04:00,14683,2953,108,86,18.2
2026-06-14 10:05:00,14689,2788,113,77,8.5
2026-06-14 10:06:00,14699,3008,114,98,12.5
2026-06-14 10:07:00,14708,3643,110,96,14.4
2026-06-14 10:08:00,14717,3244,131,118,13.9
2026-06-14 10:09:00,14722,3378,129,78,17.4
2026-06-14 10:10:00,14728,2882,131,94,10.8
2026-06-14 10:11:00,14740,3652,119,95,17.0
2026-06-14 10:12:00,14747,2645,120,103,11.8
2026-06-14 10:13:00,14761,3121,113,96,10.7
2026-06-14 10:14:00,14768,3496,111,87,16.7
2026-06-14 10:15:00,14780,2957,118,77,11.1
2026-06-14 10:16:00,14792,3565,123,94,14.7
2026-06-14 10:17:00,14798,3046,128,94,10.8
2026-06-14 10:18:00,14810,2921,114,98,8.8
2026-06-14 10:19:00,14815,3800,108,87,8.8
2026-06-14 10:20:00,14825,3404,124,93,13.8
2026-06-14 10:21:00,14837,3532,103,71,9.3
2026-06-14 10:22:00,14844,3706,118,78,11.5
2026-06-14 10:23:00,14856,2500,119,101,10.4
2026-06-14 10:24:00,14861,3572,115,92,9.8
2026-06-14 10:25:00,14874,3084,106,96,10.1
2026-06-14 10:26:00,14887,3130,115,83,12.5
2026-06-14 10:27:00,14896,3503,131,81,5.0
2026-06-14 10:28:00,14910,3223,123,85,14.1
2026-06-14 10:29:00,14918,3558,127,93,8.8
2026-06-14 10:30:00,14928,3336,108,98,9.1
2026-06-14 10:31:00,14939,3409,120,87,8.4
2026-06-14 10:32:00,14948,3178,119,70,12.7
2026-06-14 10:33:00,14962,2977,119,95,15.7
2026-06-14 10:34:00,14975,3091,122,93,11.7
2026-06-14 10:35:00,14982,3314,119,96,13.1
2026-06-14 10:36:00,14993,3993,108,100,13.3
2026-06-14 10:37:00,15007,3865,123,99,13.9
2026-06-14 10:38:00,15021,3121,125,106,9.5
2026-06-14 10:39:00,15030,3371,129,90,16.0
2026-06-14 10:40:00,15041,3249,129,85,11.2
2026-06-14 10:41:00,15047,3396,122,102,12.7
2026-06-14 10:42:00,15055,3441,109,101,11.6
2026-06-14 10:43:00,15061,3535,106,87,10.9
2026-06-14 10:44:00,15072,2500,116,103,14.3
2026-06-14 10:45:00,15078,3478,125,91,13.6
2026-06-14 10:46:00,15083,3210,125,105,6.5
2026-06-14 10:47:00,15096,3103,120,111,13.0
2026-06-14 10:48:00,15101,3628,118,122,17.2
2026-06-14 10:49:00,15113,3863,133,91,12.5
2026-06-14 10:50:00,15119,3591,123,107,10.7
2026-06-14 10:51:00,15131,3169,117,100,11.0
2026-06-14 10:52:00,15138,2973,113,101,10.6
2026-06-14 10:53:00,15148,2500,110,95,9.1
2026-06-14 10:54:00,15155,3414,109,101,11.5
2026-06-14 10:55:00,15166,3553,110,74,11.5
2026-06-14 10:56:00,15180,3314,120,90,13.5
2026-06-14 10:57:00,15193,3677,118,82,10.7
2026-06-14 10:58:00,15199,2888,115,81,17.0
2026-06-14 10:59:00,15208,3290,124,73,9.7
2026-06-14 11:00:00,15218,3262,132,84,12.4
2026-06-14 11:01:00,15226,3311,111,88,10.1
2026-06-14 11:02:00,15234,3759,113,92,10.7
2026-06-14 11:03:00,15242,3313,100,90,11.3
2026-06-14 11:04:00,15248,3247,118,103,12.5
2026-06-14 11:05:00,15256,3022,117,79,14.0
2026-06-14 11:06:00,15261,3815,125,67,10.8
2026-06-14 11:07:00,15271,2849,117,96,8.3
2026-06-14 11:08:00,15276,3156,113,89,15.4
2026-06-14 11:09:00,15290,3943,120,89,9.6
2026-06-14 11:10:00,15300,3514,122,81,11.4
2026-06-14 11:11:00,15305,3343,105,101,12.1
2026-06-14 11:12:00,15315,3358,126,85,11.7
2026-06-14 11:13:00,15329,3019,128,79,8.5
2026-06-14 11:14:00,15341,3326,122,110,14.2
2026-06-14 11:15:00,15347,3228,111,98,5.0
2026-06-14 11:16:00,15353,3413,115,90,14.4
2026-06-14 11:17:00,15361,2823,127,61,14.9
2026-06-14 11:18:00,15368,3489,110,87,14.3
2026-06-14 11:19:00,15376,3706,123,90,11.2
2026-06-14 11:20:00,15387,3279,118,108,12.3
2026-06-14 11:21:00,15392,3576,119,69,10.3
2026-06-14 11:22:00,15402,3459,111,109,12.2
2026-06-14 11:23:00,15409,3137,121,95,13.6
2026-06-14 11:24:00,15423,2980,120,76,9.3
2026-06-14 11:25:00,15434,3029,106,101,11.7
2026-06-14 11:26:00,15448,3453,118,87,10.8
2026-06-14 11:27:00,15454,3330,123,70,14.9
2026-06-14 11:28:00,15460,3796,115,85,9.6
2026-06-14 11:29:00,15468,3627,98,93,13.6
2026-06-14 11:30:00,15473,3626,117,91,11.9
2026-06-14 11:31:00,15480,3442,130,98,11.7
2026-06-14 11:32:00,15493,3013,115,103,13.6
2026-06-14 11:33:00,15504,3464,129,77,11.0
2026-06-14 11:34:00,15515,3372,112,90,12.3
2026-06-14 11:35:00,15523,2952,109,83,14.8
2026-06-14 11:36:00,15529,3773,118,75,10.1
2026-06-14 11:37:00,15537,3736,111,89,12.7
2026-06-14 11:38:00,15547,2950,121,95,14.2
2026-06-14 11:39:00,15554,3127,115,96,13.2
2026-06-14 11:40:00,15559,3158,130,85,15.2
2026-06-14 11:41:00,15571,3563,114,78,11.7
2026-06-14 11:42:00,15580,3523,119,82,13.7
2026-06-14 11:43:00,15589,3366,123,67,14.8
2026-06-14 11:44:00,15597,3446,126,76,7.8
2026-06-14 11:45:00,15607,2899,130,77,11.0
2026-06-14 11:46:00,15614,3483,116,100,12.9
2026-06-14 11:47:00,15627,3315,115,100,14.3
2026-06-14 11:48:00,15636,3112,103,116,12.6
2026-06-14 11:49:00,15643,2814,134,93,15.5
2026-06-14 11:50:00,15648,3359,121,84,10.7
2026-06-14 11:51:00,15662,3475,124,90,8.9
2026-06-14 11:52:00,15672,2754,122,88,14.0
2026-06-14 11:53:00,15678,3356,118,82,11.7
2026-06-14 11:54:00,15685,3393,121,94,9.9
2026-06-14 11:55:00,15690,3156,114,92,16.3
2026-06-14 11:56:00,15703,3483,116,89,13.9
2026-06-14 11:57:00,15715,3304,110,86,13.6
2026-06-14 11:58:00,15721,3449,130,98,16.0
2026-06-14 11:59:00,15733,3537,122,83,11.0
2026-06-14 12:00:00,15746,3537,134,85,15.5
2026-06-14 12:01:00,15751,3706,136,96,13.0
2026-06-14 12:02:00,15760,3468,107,102,10.5
2026-06-14 12:03:00,15772,3183,126,101,12.0
2026-06-14 12:04:00,15778,3123,107,87,12.5
2026-06-14 12:05:00,15786,2978,119,75,14.8
2026-06-14 12:06:00,15797,3403,121,87,8.6
2026-06-14 12:07:00,15804,3812,108,91,7.6
2026-06-14 12:08:00,15813,3225,112,77,10.0
2026-06-14 12:09:00,15825,3507,121,86,11.8
2026-06-14 12:10:00,15839,3087,119,104,13.8
2026-06-14 12:11:00,15846,3418,110,92,10.9
2026-06-14 12:12:00,15854,3791,112,84,13.0
2026-06-14 12:13:00,15867,3590,106,90,16.0
2026-06-14 12:14:00,15878,2800,108,91,7.8
2026-06-14 12:15:00,15883,3550,115,86,11.7
2026-06-14 12:16:00,15891,3566,126,99,18.0
2026-06-14 12:17:00,15899,3411,127,68,10.2
2026-06-14 12:18:00,15912,3584,133,96,10.0
2026-06-14 12:19:00,15922,3058,121,83,13.3
2026-06-14 12:20:00,15935,3372,120,103,10.7
2026-06-14 12:21:00,15945,3739,122,75,14.7
2026-06-14 12:22:00,15955,3707,122,101,18.2
2026-06-14 12:23:00,15964,3542,105,81,12.2
2026-06-14 12:24:00,15973,3041,133,94,18.8
2026-06-14 12:25:00,15979,2986,103,84,10.9
2026-06-14 12:26:00,15991,3390,127,104,11.6
2026-06-14 12:27:00,16003,3413,118,88,9.6
2026-06-14 12:28:00,16008,3315,109,81,10.9
2026-06-14 12:29:00,16020,3068,122,107,11.4
2026-06-14 12:30:00,16029,3503,117,87,13.0
2026-06-14 12:31:00,16035,3389,113,96,8.9
2026-06-14 12:32:00,16041,3451,107,101,10.7
2026-06-14 12:33:00,16051,3558,106,79,10.8
2026-06-14 12:34:00,16064,3254,113,95,14.2
2026-06-14 12:35:00,16069,3179,115,97,12.3
2026-06-14 12:36:00,16079,3738,108,71,12.3
2026-06-14 12:37:00,16092,3085,118,94,12.2
2026-06-14 12:38:00,16104,3186,109,86,7.6
2026-06-14 12:39:00,16114,3782,121,109,16.0
2026-06-14 12:40:00,16121,3159,128,100,9.7
2026-06-14 12:41:00,16133,3315,120,95,14.2
2026-06-14 12:42:00,16146,3206,117,66,11.4
2026-06-14 12:43:00,16151,2726,114,95,10.5
2026-06-14 12:44:00,16164,3307,130,81,14.6
2026-06-14 12:45:00,16174,2996,116,100,9.0
2026-06-14 12:46:00,16184,3439,138,88,9.2
2026-06-14 12:47:00,16192,3737,109,84,12.4
2026-06-14 12:48:00,16197,2575,120,85,12.5
2026-06-14 12:49:00,16211,3208,129,86,14.0
2026-06-14 12:50:00,16223,3508,112,74,13.8
2026-06-14 12:51:00,16229,2586,116,75,11.8
2026-06-14 12:52:00,16234,3818,123,86,12.3
2026-06-14 12:53:00,16240,3483,121,109,11.6
2026-06-14 12:54:00,16245,3729,122,99,15.5
2026-06-14 12:55:00,16250,3153,127,100,9.5
2026-06-14 12:56:00,16263,3195,115,104,12.1
2026-06-14 12:57:00,16268,3294,129,93,13.9
2026-06-14 12:58:00,16276,4098,104,85,14.8
2026-06-14 12:59:00,16290,3811,127,85,10.3
2026-06-14 13:00:00,16300,3396,127,80,9.6
2026-06-14 13:01:00,16311,3439,112,100,8.9
2026-06-14 13:02:00,16317,3572,106,79,11.1
2026-06-14 13:03:00,16327,4187,116,115,12.6
2026-06-14 13:04:00,16338,3484,121,79,10.8
2026-06-14 13:05:00,16352,3366,115,105,13.7
2026-06-14 13:06:00,16366,3231,122,105,11.8
2026-06-14 13:07:00,16372,3432,134,97,13.5
2026-06-14 13:08:00,16378,3145,107,109,12.4
2026-06-14 13:09:00,16392,3524,102,88,7.8
2026-06-14 13:10:00,16403,2849,117,92,9.1
2026-06-14 13:11:00,16408,3259,113,93,14.9
2026-06-14 13:12:00,16420,3607,114,97,9.7
2026-06-14 13:13:00,16427,3479,128,68,14.1
2026-06-14 13:14:00,16437,3188,117,89,12.3
2026-06-14 13:15:00,16450,3269,118,100,9.5
2026-06-14 13:16:00,16460,3712,115,86,13.9
2026-06-14 13:17:00,16473,2926,118,114,10.8
2026-06-14 13:18:00,16484,2928,120,92,12.4
2026-06-14 13:19:00,16497,3025,140,96,11.5
2026-06-14 13:20:00,16503,3346,120,109,5.2
2026-06-14 13:21:00,16515,2875,127,92,13.7
2026-06-14 13:22:00,16527,3684,119,108,13.9
2026-06-14 13:23:00,16533,3026,102,97,10.8
2026-06-14 13:24:00,16541,3429,113,97,13.6
2026-06-14 13:25:00,16552,3147,120,79,9.8
2026-06-14 13:26:00,16560,3327,124,103,9.9
2026-06-14 13:27:00,16568,2789,120,83,12.6
2026-06-14 13:28:00,16578,3700,125,88,10.3
2026-06-14 13:29:00,16592,3013,106,105,11.7
2026-06-14 13:30:00,16602,2977,118,86,9.7
2026-06-14 13:31:00,16616,4183,129,94,8.8
2026-06-14 13:32:00,16623,3544,110,89,12.5
2026-06-14 13:33:00,16636,3687,127,90,12.5
2026-06-14 13:34:00,16650,3511,127,88,12.0
2026-06-14 13:35:00,16656,3192,108,78,11.3
2026-06-14 13:36:00,16666,2893,121,97,10.2
2026-06-14 13:37:00,16677,3245,119,98,9.3
2026-06-14 13:38:00,16690,3008,117,83,9.2
2026-06-14 13:39:00,16697,3029,106,85,10.5
2026-06-14 13:40:00,16711,2796,116,101,14.6
2026-06-14 13:41:00,16718,3390,117,87,12.6
2026-06-14 13:42:00,16729,3901,104,91,12.9
2026-06-14 13:43:00,16737,3545,108,79,8.9
2026-06-14 13:44:00,16749,3313,111,89,12.5
2026-06-14 13:45:00,16760,3336,110,79,12.8
2026-06-14 13:46:00,16769,2500,121,83,16.0
2026-06-14 13:47:00,16780,3202,125,81,12.0
2026-06-14 13:48:00,16787,2851,116,100,11.0
2026-06-14 13:49:00,16793,3397,124,74,10.1
2026-06-14 13:50:00,16803,3259,126,93,12.1
2026-06-14 13:51:00,16809,3046,117,87,11.5
2026-06-14 13:52:00,16816,3389,121,107,14.8
2026-06-14 13:53:00,16826,3386,116,99,14.3
2026-06-14 13:54:00,16835,3882,109,75,9.5
2026-06-14 13:55:00,16847,3590,112,83,11.9
2026-06-14 13:56:00,16860,3426,121,90,18.1
2026-06-14 13:57:00,16867,3018,117,83,8.3
2026-06-14 13:58:00,16881,2974,124,101,11.5
2026-06-14 13:59:00,16888,3560,103,92,13.9
2026-06-14 14:00:00,16895,3280,105,88,11.4
2026-06-14 14:01:00,16905,3437,106,102,11.2
2026-06-14 14:02:00,16910,3692,119,76,10.8
2026-06-14 14:03:00,16921,2820,107,87,9.3
2026-06-14 14:04:00,16926,3839,121,93,11.6
2026-06-14 14:05:00,16935,3689,124,88,14.6
2026-06-14 14:06:00,16949,2631,130,60,8.8
2026-06-14 14:07:00,16961,4174,129,94,12.7
2026-06-14 14:08:00,16969,3462,112,96,14.7
2026-06-14 14:09:00,16978,3183,105,78,11.9
2026-06-14 14:10:00,16986,3532,113,64,10.9
2026-06-14 14:11:00,16994,3008,126,82,13.7
2026-06-14 14:12:00,17006,3541,115,88,9.7
2026-06-14 14:13:00,17012,3072,118,89,13.1
2026-06-14 14:14:00,17017,4057,114,66,11.6
2026-06-14 14:15:00,17024,3371,131,92,12.2
2026-06-14 14:16:00,17037,3577,110,102,16.2
2026-06-14 14:17:00,17045,3075,119,101,14.9
2026-06-14 14:18:00,17059,3636,127,105,15.7
2026-06-14 14:19:00,17068,3346,133,75,10.0
2026-06-14 14:20:00,17074,2856,112,101,9.4
2026-06-14 14:21:00,17082,3266,126,79,13.2
2026-06-14 14:22:00,17088,4026,113,99,12.8
2026-06-14 14:23:00,17094,3651,129,81,7.1
2026-06-14 14:24:00,17102,3217,132,94,12.8
2026-06-14 14:25:00,17112,2696,111,108,17.1
2026-06-14 14:26:00,17123,3059,123,101,16.7
